"Treatment","Substrate","Date","Taxon","Stage","Insect","Origin","Order","Family","Season","Replicate","Biomass"
"Disturbed","Submerged Wood",2019-07-10,"Simulium","L","insect","Aquatic","Diptera","Simuliidae","Summer19","1",35.38283723
"Disturbed","Submerged Wood",2019-07-10,"Simulium","L","insect","Aquatic","Diptera","Simuliidae","Summer19","2",6.229430032
"Disturbed","Submerged Wood",2019-07-10,"Simulium","L","insect","Aquatic","Diptera","Simuliidae","Summer19","3",6.219714714
"Disturbed","Submerged Wood",2019-07-10,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","1",57.14700013
"Disturbed","Submerged Wood",2019-07-10,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Brachycentrus occidentalis","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","1",0.87895984
"Disturbed","Submerged Wood",2019-07-10,"Brachycentrus occidentalis","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Brachycentrus occidentalis","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","1",4.609846744
"Disturbed","Submerged Wood",2019-07-10,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","2",1.349225915
"Disturbed","Submerged Wood",2019-07-10,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae","Summer19","1",13.95958642
"Disturbed","Submerged Wood",2019-07-10,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae","Summer19","3",34.67966798
"Disturbed","Submerged Wood",2019-07-10,"Ochrotrichia","L","insect","Aquatic","Trichoptera","Hydroptilidae","Summer19","1",0.583356012
"Disturbed","Submerged Wood",2019-07-10,"Ochrotrichia","L","insect","Aquatic","Trichoptera","Hydroptilidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Ochrotrichia","L","insect","Aquatic","Trichoptera","Hydroptilidae","Summer19","3",10.52338451
"Disturbed","Submerged Wood",2019-07-10,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","1",1.573717641
"Disturbed","Submerged Wood",2019-07-10,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","2",0.060104865
"Disturbed","Submerged Wood",2019-07-10,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","3",1.283349427
"Disturbed","Submerged Wood",2019-07-10,"Dicranomyia","L","insect","Aquatic","Diptera","Tipulidae","Summer19","1",2.747622892
"Disturbed","Submerged Wood",2019-07-10,"Dicranomyia","L","insect","Aquatic","Diptera","Tipulidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Dicranomyia","L","insect","Aquatic","Diptera","Tipulidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","1",1.081548518
"Disturbed","Submerged Wood",2019-07-10,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","2",0.414806454
"Disturbed","Submerged Wood",2019-07-10,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","3",1.286822327
"Disturbed","Submerged Wood",2019-07-10,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","1",1.610464313
"Disturbed","Submerged Wood",2019-07-10,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","2",69.14048862
"Disturbed","Submerged Wood",2019-07-10,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","3",95.37315296
"Disturbed","Submerged Wood",2019-07-10,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","1",78.38040715
"Disturbed","Submerged Wood",2019-07-10,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","2",32.85049935
"Disturbed","Submerged Wood",2019-07-10,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Caudatella heterocaudata","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",5.972939899
"Disturbed","Submerged Wood",2019-07-10,"Caudatella heterocaudata","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Caudatella heterocaudata","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",4.489753535
"Disturbed","Submerged Wood",2019-07-10,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",29.33683472
"Disturbed","Submerged Wood",2019-07-10,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0.173070612
"Disturbed","Submerged Wood",2019-07-10,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",1.976517191
"Disturbed","Submerged Wood",2019-07-10,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",9.004273481
"Disturbed","Submerged Wood",2019-07-10,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",1.976517191
"Disturbed","Submerged Wood",2019-07-10,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","1",7.658154038
"Disturbed","Submerged Wood",2019-07-10,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",1.101574929
"Disturbed","Submerged Wood",2019-07-10,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",1.292102169
"Disturbed","Submerged Wood",2019-07-10,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",0.40571725
"Disturbed","Submerged Wood",2019-07-10,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0.793816353
"Disturbed","Submerged Wood",2019-07-10,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0.195602755
"Disturbed","Submerged Wood",2019-07-10,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0.559094813
"Disturbed","Submerged Wood",2019-07-10,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0.065649961
"Disturbed","Submerged Wood",2019-07-10,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0.092131956
"Disturbed","Submerged Wood",2019-07-10,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Boreoheptagyia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",0.094849556
"Disturbed","Submerged Wood",2019-07-10,"Boreoheptagyia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Boreoheptagyia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",0.361088353
"Disturbed","Submerged Wood",2019-07-10,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",1.699007974
"Disturbed","Submerged Wood",2019-07-10,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",5.537587462
"Disturbed","Submerged Wood",2019-07-10,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.562460766
"Disturbed","Submerged Wood",2019-07-10,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.03188449
"Disturbed","Submerged Wood",2019-07-10,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.065649961
"Disturbed","Submerged Wood",2019-07-10,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.03188449
"Disturbed","Submerged Wood",2019-07-10,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.073764001
"Disturbed","Submerged Wood",2019-07-10,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.015461079
"Disturbed","Submerged Wood",2019-07-10,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.570729286
"Disturbed","Submerged Wood",2019-07-10,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.006012
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.32462442
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.124016446
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.671197663
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.400412315
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.327864538
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.065649961
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.127537958
"Disturbed","Submerged Wood",2019-07-10,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.180336536
"Disturbed","Submerged Wood",2019-07-10,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",17.6717171
"Disturbed","Submerged Wood",2019-07-10,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",24.74854275
"Disturbed","Submerged Wood",2019-07-10,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",10.87376945
"Disturbed","Submerged Wood",2019-07-10,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.44435341
"Disturbed","Submerged Wood",2019-07-10,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",3.027869659
"Disturbed","Submerged Wood",2019-07-10,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.631421071
"Disturbed","Submerged Wood",2019-07-10,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",4.990002181
"Disturbed","Submerged Wood",2019-07-10,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",0.722176705
"Disturbed","Submerged Wood",2019-07-10,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",4.409780689
"Disturbed","Submerged Wood",2019-07-10,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",5.197591573
"Disturbed","Submerged Wood",2019-07-10,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","1",8.037882562
"Disturbed","Submerged Wood",2019-07-10,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","2",2.756270777
"Disturbed","Submerged Wood",2019-07-10,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","3",4.678207972
"Disturbed","Submerged Wood",2019-07-10,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","1",2.145807473
"Disturbed","Submerged Wood",2019-07-10,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","2",6.540813351
"Disturbed","Submerged Wood",2019-07-10,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","3",13.39803383
"Disturbed","Submerged Wood",2019-07-10,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae","Summer19","1",0.620507734
"Disturbed","Submerged Wood",2019-07-10,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","1",0.411567387
"Disturbed","Submerged Wood",2019-07-10,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","2",0.519798951
"Disturbed","Submerged Wood",2019-07-10,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","3",0.462435266
"Disturbed","Submerged Wood",2019-07-10,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","1",0.389777524
"Disturbed","Submerged Wood",2019-07-10,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","2",0.828239996
"Disturbed","Submerged Wood",2019-07-10,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae","Summer19","2",0.10143617
"Disturbed","Submerged Wood",2019-07-10,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Tipuloidea","L","insect","Aquatic","Diptera","Tipulidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Tipuloidea","L","insect","Aquatic","Diptera","Tipulidae","Summer19","2",1.187610299
"Disturbed","Submerged Wood",2019-07-10,"Tipuloidea","L","insect","Aquatic","Diptera","Tipulidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Dolichopodidae","L","insect","Aquatic","Diptera","Dolichopodidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Dolichopodidae","L","insect","Aquatic","Diptera","Dolichopodidae","Summer19","2",1.278585694
"Disturbed","Submerged Wood",2019-07-10,"Dolichopodidae","L","insect","Aquatic","Diptera","Dolichopodidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Acentrella","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Acentrella","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","2",0.393710257
"Disturbed","Submerged Wood",2019-07-10,"Acentrella","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0.315286913
"Disturbed","Submerged Wood",2019-07-10,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Caudatella","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Caudatella","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0.02287733
"Disturbed","Submerged Wood",2019-07-10,"Caudatella","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",3.542916619
"Disturbed","Submerged Wood",2019-07-10,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0.484145056
"Disturbed","Submerged Wood",2019-07-10,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",13.53896202
"Disturbed","Submerged Wood",2019-07-10,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",6.798899641
"Disturbed","Submerged Wood",2019-07-10,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0.195602755
"Disturbed","Submerged Wood",2019-07-10,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",1.199970213
"Disturbed","Submerged Wood",2019-07-10,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",0.124016446
"Disturbed","Submerged Wood",2019-07-10,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.823502314
"Disturbed","Submerged Wood",2019-07-10,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.323791071
"Disturbed","Submerged Wood",2019-07-10,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.092131956
"Disturbed","Submerged Wood",2019-07-10,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.036882001
"Disturbed","Submerged Wood",2019-07-10,"Dasyhelea","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Dasyhelea","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","2",0.250981525
"Disturbed","Submerged Wood",2019-07-10,"Dasyhelea","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","2",0.030743349
"Disturbed","Submerged Wood",2019-07-10,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","2",0.03811713
"Disturbed","Submerged Wood",2019-07-10,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","2",0.132332469
"Disturbed","Submerged Wood",2019-07-10,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","3",0
"Disturbed","Submerged Wood",2019-07-10,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","2",13.53647244
"Disturbed","Submerged Wood",2019-07-10,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","3",29.79116722
"Disturbed","Submerged Wood",2019-07-10,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae","Summer19","3",0.887425355
"Disturbed","Submerged Wood",2019-07-10,"Rhyacophila angelita group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Rhyacophila angelita group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Rhyacophila angelita group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","3",4.123108853
"Disturbed","Submerged Wood",2019-07-10,"Dixa","L","insect","Aquatic","Diptera","Dixidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Dixa","L","insect","Aquatic","Diptera","Dixidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Dixa","L","insect","Aquatic","Diptera","Dixidae","Summer19","3",0.036882001
"Disturbed","Submerged Wood",2019-07-10,"Meringodixa","L","insect","Aquatic","Diptera","Dixidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Meringodixa","L","insect","Aquatic","Diptera","Dixidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Meringodixa","L","insect","Aquatic","Diptera","Dixidae","Summer19","3",0.159530984
"Disturbed","Submerged Wood",2019-07-10,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Disturbed","Submerged Wood",2019-07-10,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",2.354373293
"Disturbed","Submerged Wood",2019-07-10,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0
"Disturbed","Submerged Wood",2019-07-10,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
